OBJECT A,OBJECT B,ASPECT,ASPECT BELONGS TO,MOST FREQUENT RATING,CONFIDENCE,AMOUNT OF GOOD RATINGS,AMOUNT OF BAD RATINGS,SENTENCE EXAMPLE 1,SENTENCE EXAMPLE 2,SENTENCE EXAMPLE 3,SENTENCE EXAMPLE 4,SENTENCE EXAMPLE 5
laptop,phone,larger,phone,BAD,1.0,0,1,"yes, the ios is nifty, but having a device that is larger than a smart phone yet lighter and faster than any laptop can really change your computing habits.","gadget tool would be that being larger than a phone screen, it is easier on slightly more mature eyes and it is a helluva lighter to haul around than my laptop with a 17 inch screen.","the larger screen makes it much more enjoyable to look at than the screen of a smart phone, and it's smaller and easier to carry around than a laptop.","imo, there's absolutely a place for a device that has a high-res screen larger than a phone, is lighter and less bulky than a laptop, with 10 hours battery life, built-in cellular, and custom tablet apps.","i wanted a larger format color ereader for sure, since i wanted to start reading comics digitally, and i wanted a more portable internet capable/media playing device to use when travelling (one that was larger than my phone but smaller and lighter than a laptop)."
laptop,phone,easier to steal,phone,BAD,1.0,0,1,"well, if you leave your cellphone sitting around, it's a lot easier to steal than a desktop, and somewhat easier than a laptop or tablet.","i do bring my purse into the restroom, of course, since a wallet/phone is much smaller and easier to steal than a laptop.","it is easier to steal laptops, i guess, than phones because at one point one has to put the laptop down whereas phones can be securely placed in the pockets.",,
laptop,phone,wifi,phone,GOOD,1.0,1,0,"even though the wifi specs on the phone are better than my laptop, i am fine with it being only as fast as the laptop, or even a little slower.","wifi on this phone is faster than my laptop and thats with standard sights, not mobile.",get a phone with wifi for the web and an akai mpc that ll do much better work than shitty laptop setups.,when you can use your mobile phone or 3g ipad on the go it is an easier option than finding yourself a wifi hotspot and getting your laptop out.,i use my gmail frequently on my smart phone because it is faster to check my email from here rather than logging on to my laptop and waiting for the slow carroll wifi to start up.
laptop,phone,smoother,phone,BAD,1.0,0,1,,,,,
laptop,phone,device,phone,BAD,1.0,0,1,"yes, the ios is nifty, but having a device that is larger than a smart phone yet lighter and faster than any laptop can really change your computing habits.",because the screen is bigger than a phone and the device is smaller and lighter than a laptop.,@tim @guest132 i dont think anyone is trying to say that an iphone [or any smart phone/device] is a better alternative to a real laptop....,"the screen is bigger than a phone, and the device is easier to hold than a laptop, and the multi-touch interface does make it easier to navigate around a page, zoom into text, etc. .","the unnamed device will sell for less than $1,000, have a modem jack that connects to a phone line, and is supposed to be easier and cheaper than a bulky laptop."
laptop,phone,easier to hold,phone,BAD,1.0,0,1,"the screen is bigger than a phone, and the device is easier to hold than a laptop, and the multi-touch interface does make it easier to navigate around a page, zoom into text, etc. .",,,,
laptop,phone,simpler,phone,BAD,1.0,0,1,"thus, the cordless phone 100 (and, to a lesser degree, the organizer 200 ) is much simpler than a full blown dmt/ofdm unit as represented by the laptop 300 .","sounds like another approach to try to reach that valhalla of the blending of one's computer and one's tv, along with one's phone, using an os that's simpler than one's full-fledged desktop or laptop computer.",,,
pasta,pizza,faster,pasta,GOOD,1.0,1,0,we were told that pasta was faster than pizza.,i can make a classic tomato pasta faster than they can deliver that horrible pizza!,those nights have been replaced with french toast or pasta (both of which can be on the table faster than take out pizza).,,
pasta,pizza,regard,pasta,BAD,1.0,0,1,"i've since found other pizza places just as good if not better than pasta mista, but because of the travails i encountered searching for pizza early on in my baltimore experiences,  pasta mista will always be held in high regard for this blogger.",,,,
pasta,pizza,fat,pasta,BAD,1.0,0,1,"tomato sauce on grains or pasta would be better than pizza, however,because cheese can carry a lot of fat.",,,,
pasta,pizza,baltimore,pasta,BAD,1.0,0,1,"i've since found other pizza places just as good if not better than pasta mista, but because of the travails i encountered searching for pizza early on in my baltimore experiences,  pasta mista will always be held in high regard for this blogger.",,,,
pasta,pizza,quicker,pasta,GOOD,1.0,1,0,this fresh summer pasta dish comes together quicker than it takes for the pizza delivery guy to get to your house.,,,,
pasta,pizza,easier,pasta,GOOD,1.0,1,0,"short of calling for pizza delivery, there is no easier way to feed a crowd than with a really great baked pasta.","a light diet of clear vegetable and pasta soups, yogurt, jell-o, and pudding is much easier for your body to digest than a burger, fries, or pizza.","if you've never made fresh pasta, don't sweat it - it was an easy dough to make and work with, easier in some ways than bread or pizza dough.",,
pasta,pizza,travails,pasta,BAD,1.0,0,1,"i've since found other pizza places just as good if not better than pasta mista, but because of the travails i encountered searching for pizza early on in my baltimore experiences,  pasta mista will always be held in high regard for this blogger.",,,,
pasta,pizza,experiences,pasta,BAD,1.0,0,1,"i've since found other pizza places just as good if not better than pasta mista, but because of the travails i encountered searching for pizza early on in my baltimore experiences,  pasta mista will always be held in high regard for this blogger.",,,,
pasta,pizza,cheese,pasta,BAD,1.0,0,1,"tomato sauce on grains or pasta would be better than pizza, however,because cheese can carry a lot of fat.","italian food - pasta is a much better choice than pizza, both are high-carb, but pizza dough is super-calorie-dense, even without the cheese and toppings, i understand.","i ate lots of pasta and some processed food, which was surely better than the diet of pizza pockets, popcorn and mac & cheese that i had in my student days!",,
pasta,pizza,blogger,pasta,BAD,1.0,0,1,"i've since found other pizza places just as good if not better than pasta mista, but because of the travails i encountered searching for pizza early on in my baltimore experiences,  pasta mista will always be held in high regard for this blogger.",,,,
pasta,pizza,lighter,pizza,BAD,1.0,0,1,,,,,
pasta,pizza,greater,pizza,BAD,1.0,0,1,"pizza, gelato and prosecco are all great, but out of all of the contributions the italians have made to our lives, there is perhaps none greater or more satisfying than the humble pasta.","pizza, gelato and prosecco are all great, but out of all of the contributions the italians have made to our lives, there is perhaps none greater or more satisfying than the humble pasta-except maybe fabio.",,,
pasta,pizza,warmer,pizza,BAD,1.0,0,1,,,,,
pasta,pizza,friendlier,pizza,BAD,1.0,0,1,,,,,
pasta,pizza,cheaper,pizza,BAD,1.0,0,1,,,,,
pasta,pizza,nachos,pizza,BAD,1.0,0,1,however i give this place 2 stars because they had pizza nachos which was good and tasty - better than the pasta!,,,,
pasta,pizza,better to prepare the pasta and sauce with this end result in mind,pizza,BAD,1.0,0,1,,,,,
pasta,pizza,cauliflower,pizza,BAD,1.0,0,1,,,,,
pasta,pizza,better to me,pizza,BAD,1.0,0,1,"the pizza looked better to me than the pasta, but i was there for the lunch buffet deal, and it's unlikely i'll be going back.",,,,
mysql,postgresql,database,mysql,BAD,1.0,0,1,mysql only became popular because it's faster than postgresql for less complex database work.,"but for database users, it also includes mysql 5.5 (better than 5.1.69), and postgresql 9.2 (better than 8.4.13).",for years mysql offered better write a few read a lot databases than postgresql.,allen downloaded the free versions of both databases and found mysql 4 easier to use than postgresql.,this is partially why postgresql seems to run slower than mysql on databases that have lots of insert and delete queries.
mysql,postgresql,easier to use,mysql,GOOD,1.0,1,0,"for years, the common industry perception has been that mysql is faster and easier to use than postgresql.","for years, the common industry perception has been that mysql is faster and easier to use than postgresql.","mysql took an early lead in the linux web hosting world about 10 years ago when in was the standard rdbsm installed, probably because it was easier to use, easier to install and faster than postgresql.","mysql is easier to use than postgresql, yet it is a thousand times worse.",allen downloaded the free versions of both databases and found mysql 4 easier to use than postgresql.
mysql,postgresql,easier to install,mysql,GOOD,1.0,1,0,"mysql took an early lead in the linux web hosting world about 10 years ago when in was the standard rdbsm installed, probably because it was easier to use, easier to install and faster than postgresql.","not to start a flame war, but i don't find mysql any easier to install than postgresql (or less so).",,,
mysql,postgresql,faster,mysql,GOOD,1.0,1,0,"also, in some specific scenarios mysql/mariadb are faster and scale better than postgresql.","for years, the common industry perception has been that mysql is faster and easier to use than postgresql.","for years, the common industry perception has been that mysql is faster and easier to use than postgresql.","mysql took an early lead in the linux web hosting world about 10 years ago when in was the standard rdbsm installed, probably because it was easier to use, easier to install and faster than postgresql.","-sql server is significantly superior to mysql, faster than postgresql, and for most businesses is cheaper than oracle."
mysql,postgresql,time,mysql,BAD,1.0,0,1,"mysql is easier to use than postgresql, yet it is a thousand times worse.",mysql is often much faster than postgresql and sqllite is several times faster than mysql.,postgresql was between 3 and 4 times slower than mysql and didn't .,"in earlier times, getting a mysql server up and running was probably easier than postgresql.","i hope it is true, because last time we test postgresql was worse than the current mysql."
mysql,postgresql,work,mysql,BAD,1.0,0,1,mysql works better on windows  than postgresql.,mysql works better on windows than postgresql does.,mysql server works better on windows than postgresql does.,mysql only became popular because it's faster than postgresql for less complex database work.,"it is much more robust than mysql and the django orm works much better with postgresql than mysql, mssql, or others."
mysql,postgresql,earlier,mysql,BAD,1.0,0,1,"in earlier times, getting a mysql server up and running was probably easier than postgresql.",,,,
mysql,postgresql,easier to learn,mysql,BAD,1.0,0,1,a common misconception is that mysql is easier to learn than postgresql.,,,,
mysql,postgresql,count,mysql,GOOD,1.0,1,0,,,,,
mysql,postgresql,years,mysql,BAD,1.0,0,1,"for years, the common industry perception has been that mysql is faster and easier to use than postgresql.","for years, the common industry perception has been that mysql is faster and easier to use than postgresql.","mysql took an early lead in the linux web hosting world about 10 years ago when in was the standard rdbsm installed, probably because it was easier to use, easier to install and faster than postgresql.",for years mysql offered better write a few read a lot databases than postgresql.,"while it is true that mysql is currently adding features faster than postgresql, it's because most of those features that mysql has been adding have been present in postgresql for years."
mysql,postgresql,smoother,postgresql,BAD,1.0,0,1,"converting from postgresql to oracle has always seemed much easier and smoother, but postgresql isn't as popular as mysql because it hasn't been as easy to throw hardware at problems with scaling postgresql, whereas mysql has always made that option easier.",,,,
mysql,postgresql,hardware,postgresql,BAD,1.0,0,1,"converting from postgresql to oracle has always seemed much easier and smoother, but postgresql isn't as popular as mysql because it hasn't been as easy to throw hardware at problems with scaling postgresql, whereas mysql has always made that option easier.","here's the latest, showing postgresql about 50% faster than mysql across a variety of hardware.",,,
mysql,postgresql,problems,postgresql,BAD,1.0,0,1,"converting from postgresql to oracle has always seemed much easier and smoother, but postgresql isn't as popular as mysql because it hasn't been as easy to throw hardware at problems with scaling postgresql, whereas mysql has always made that option easier.",,,,
mysql,postgresql,option,postgresql,BAD,1.0,0,1,"converting from postgresql to oracle has always seemed much easier and smoother, but postgresql isn't as popular as mysql because it hasn't been as easy to throw hardware at problems with scaling postgresql, whereas mysql has always made that option easier.",a seperate issue might be whether postgresql is a better option than mysql.,"postgresql is obviously the superior option, and you can take your stupid mysql advocacy somewhere else. . ..","another option (if applicable) is to migrate existing databases over to the provided postgresql, which offers better security and support than mysql.",we meant that before we'd have clients where postgresql was a better option for them than say mysql or sql server and it was a really really hard-sell to pitch postgresql.
mysql,postgresql,lighter,postgresql,GOOD,1.0,1,0,postgresql and it's lighter sibling firebirdsql are far superior to mysql which was always considered a  dinky  database due to the fact it did not support referential integrity.,"but from installation point of view, it has been seen that postgresql is lighter and requires less dependency than mysql.",,,
mysql,postgresql,funny,postgresql,BAD,1.0,0,1,postgresql is so much better than mysql it's not even funny.,"to my mind, postgresql is so far superior to both mysql and oracle for small-to-large database projects it's not even funny.",,,
mysql,postgresql,data,postgresql,BAD,1.0,0,1,postgresql and it's lighter sibling firebirdsql are far superior to mysql which was always considered a  dinky  database due to the fact it did not support referential integrity.,why postgresql is a better enterprise database than mysql .,postgresql has always been a better database than mysql.,postgresql database is better than mysql for large data sets .,"for data warehousing / olap stuff, postgresql is generally better than mysql."
mysql,postgresql,transactions,postgresql,GOOD,1.0,1,0,"for the database we use postgresql, because we have quite sensitive data and we rely on transactions a lot, and when it comes to transactions postgresql is just better at that stuff (arguably, of course) than mysql is.",,,,
mysql,postgresql,easier,postgresql,BAD,1.0,0,1,"converting from postgresql to oracle has always seemed much easier and smoother, but postgresql isn't as popular as mysql because it hasn't been as easy to throw hardware at problems with scaling postgresql, whereas mysql has always made that option easier.","besides, postgresql is better and faster than mysql, and easier to set up and maintain as well (now there is a statement just asking for trouble ) .",postgresql has better clustering support than mysql so easier to support larger environments.,"personally i like postgresql better than mysql, but mysql scales better and is easier to use in a threaded environment.","the postgresql c api was so much easier to work with than the mysql one, because the parameters passed and returned were simpler."
mysql,postgresql,easier to set up and maintain as well,postgresql,GOOD,1.0,1,0,"besides, postgresql is better and faster than mysql, and easier to set up and maintain as well (now there is a statement just asking for trouble ) .",,,,
california,michigan,roads,california,GOOD,1.0,1,0,i suspect it's the reason why southern california roads are so much better than michigan's.,"if roads in michigan are noticeably worse than california, then off-road capable suvs must be mandatory in michigan.",,,
california,michigan,closer to 40 percent,california,BAD,1.0,0,1,"(in michigan, which has been hit even harder than california, out-of-state enrollment in the university of michigan system is closer to 40 percent.)",,,,
california,michigan,weather,california,GOOD,1.0,1,0,it is in california which has clearly better weather than michigan.,,,,
california,michigan,southern,california,BAD,1.0,0,1,i suspect it's the reason why southern california roads are so much better than michigan's.,oregon's two losses (lsu and southern california) are  better  losses than wisconsin's two losses (michigan state and ohio state).,"but once you learn a few tricks and live here in southern california by the coast, the chance of survival is better than say michigan.","frankie ballard may be a michigan boy, but there was no better place than southern california to film the video for his summer anthem, 'a buncha girls.'","maybe not as popular as california or florida, but sure as hell better than the likes of michigan, those inbred southern states, including kentucky and those prarie states."
california,michigan,places,california,BAD,1.0,0,1,"florida and california are much nicer places to spend the month of january than new hampshire, michigan, and the other early primary states, especially for a candidate whose greatest strength is drawn from the political center.","traditional growth states such as florida, texas, california, arizona and nevada will continue to attract new residents because they remain better places to live than idaho, nebraska, michigan and iowa.",,,
california,michigan,position,california,BAD,1.0,0,1,"the recognition of woman's rights by michigan is in itself the greatest single victory suffrage has won, on account not only of the population of that state, which is somewhat greater than that of california, but chiefly because of the position of michigan geographically.",,,,
california,michigan,iowa,california,BAD,1.0,0,1,"traditional growth states such as florida, texas, california, arizona and nevada will continue to attract new residents because they remain better places to live than idaho, nebraska, michigan and iowa.",,,,
california,michigan,nebraska,california,BAD,1.0,0,1,"traditional growth states such as florida, texas, california, arizona and nevada will continue to attract new residents because they remain better places to live than idaho, nebraska, michigan and iowa.",,,,
california,michigan,idaho,california,BAD,1.0,0,1,"traditional growth states such as florida, texas, california, arizona and nevada will continue to attract new residents because they remain better places to live than idaho, nebraska, michigan and iowa.",,,,
california,michigan,faster,michigan,BAD,1.0,0,1,"gov. jerry brown said this evening that california is losing manufacturing at a rate no faster than the rest of the country, telling the tv show host and former michigan gov. jennifer granholm the problem is a national one.","although the resurgent domestic auto industry is helping michigan add jobs faster than many other states, it's tied with mississippi for the state's third-highest jobless rate at 10.6 percent, behind only nevada and california.",,,
california,michigan,easier,michigan,BAD,1.0,0,1,"but moving from western pennsylvania to eastern michigan might be an easier personal sell than, say, dixon returning to california.","a computer science graduate of michigan may make the same amout of money as a computer science graduate of msu if they both stay in michigan, but the michigan grad would have a much easier time landing a job in california than the msu grad.",,,
california,michigan,state,michigan,BAD,1.0,0,1,"michigan is better, chicago, ohio, california, the non-connecticut new england states, canada - all much better than north carolina.","actually, michigan is a better state for wind than california, but people don't realize that,  he said.",in fact all of michigan that i've seen thus far has a greater passion for artists and music than the entire state of california where i'm from.,"he added that california has suffered worse than almost all the states, with only nevada (13.5) and michigan (13.2) suffering higher unemployment rates, as measured by u-3.",the state of michigan is almost irrelevant and gets better than it deserves: it is funding at the level of mississippi but getting a california product.
california,michigan,years,michigan,BAD,1.0,0,1,,,,,
california,michigan,cooler,michigan,BAD,1.0,0,1,,,,,
california,michigan,hotter,michigan,BAD,1.0,0,1,,,,,
california,michigan,higher,michigan,BAD,1.0,0,1,"he added that california has suffered worse than almost all the states, with only nevada (13.5) and michigan (13.2) suffering higher unemployment rates, as measured by u-3.",,,,
california,michigan,restructuring,michigan,GOOD,1.0,1,0,"according to russell, the key reason why michigan is in better restructuring shape than california is that state lawmakers phased in deregulation while their counterparts on the west coast didn't.",,,,
california,michigan,shape,michigan,GOOD,1.0,1,0,"fortunately, michigan is in better shape than california.","according to russell, the key reason why michigan is in better restructuring shape than california is that state lawmakers phased in deregulation while their counterparts on the west coast didn't.",,,
california,michigan,lawmakers,michigan,BAD,1.0,0,1,"according to russell, the key reason why michigan is in better restructuring shape than california is that state lawmakers phased in deregulation while their counterparts on the west coast didn't.",,,,
ps2,psp,controls,ps2,GOOD,1.0,1,0,"even though the ps2 version drops the multiplayer, the enhanced graphics and (mainly) enhanced controls make the single player experience much better than its psp counterpart.",,,,
ps2,psp,easier to pitch,ps2,BAD,1.0,0,1,,,,,
ps2,psp,easier to rip,ps2,GOOD,1.0,1,0,"also while you're at it, make a ps2 guide, the compatability is better than psp, and games are easier to rip.",,,,
ps2,psp,faster,psp,GOOD,1.0,1,0,"sony says the psp is selling faster, from launch, than the psone or ps2.","this explains why the vita can emulate the psp, and why gamecube/wii emulation was done faster than ps2, achieving higher compatibility in less time.",the psp system consists of a 4.5-inch 16:9-format tft lcd screen with dual microprocessors (two 32-bit mips r4000 microprocessors to be exact) and will run almost ten times faster then current ps2 console systems.,"to be honest, the only pros over the psp version have to be the slightly sharper graphics and faster loading times, thanks to the ps2's superior power.",
ps2,psp,brighter,ps2,BAD,1.0,0,1,"the graphics are slightly less refined than the lost levels (it may be from an old ps2 game's architecture, but it's still slightly better than a psp game), but they're brighter and more colorful.",,,,
ps2,psp,greater,psp,BAD,1.0,0,1,psp (2:08pm est sun dec 26 2004) the psp is much better the sleek look of the exterior the graphics are equal if not greater than the ps2.,"the ps1 has also had an equally impressive slice of success, and the psp is selling at a greater rate than the ps2.","(11:11pm est thu jul 20 2006) (and the psp is an even greater success than the ps2... as in being the fastest selling playstation product ever, not exactly beating the competition).","they did, however, keep at least most of their promises true when it came to the psp (and the psp is an even greater success than the ps2... as in being the fastest selling playstation product ever, not exactly beating the competition).",
ps2,psp,easier,psp,GOOD,1.0,1,0,psp is easier to pull this off on than ps2.,"backbone entertainment claimed that psp apparently is easier to develop, and has more built-in effects than the ps2.",,,
ps2,psp,pad,ps2,GOOD,1.0,1,0,,,,,
ps2,psp,sharper,psp,GOOD,1.0,1,0,anniversary on psp looks sharper and lighter than it does on the ps2 version.,"to be honest, the only pros over the psp version have to be the slightly sharper graphics and faster loading times, thanks to the ps2's superior power.",,,
ps2,psp,easier to overreact to things,psp,BAD,1.0,0,1,,,,,
ps2,psp,hardware,psp,BAD,1.0,0,1,the psp is supposed to be only slightly better than a ps2 but often games purposely make them worse than ps2 because it is usually too taxing on the hardware.,,,,
ps2,psp,higher,psp,BAD,1.0,0,1,"this explains why the vita can emulate the psp, and why gamecube/wii emulation was done faster than ps2, achieving higher compatibility in less time.","actually, the psp has a higher native resolution so whether you play the games on the psp or on some sort of converter, the psp will always look better than the ps2 (short of major budget differences) - it's strikingly noticeable on an hdtv.",,,
ps2,psp,lighter,psp,GOOD,1.0,1,0,anniversary on psp looks sharper and lighter than it does on the ps2 version.,,,,
ps2,psp,easier to pull this off on,psp,BAD,1.0,0,1,psp is easier to pull this off on than ps2.,,,,
ps2,psp,smoother,psp,GOOD,1.0,1,0,,,,,
fishing,swimming,destination,fishing,BAD,1.0,0,1,,,,,
fishing,swimming,fly,fishing,BAD,1.0,0,1,,,,,
fishing,swimming,water,fishing,BAD,1.0,0,1,my family does a lot of saltwater fishing and the only thing better than grilling fish that was swimming around just hours prior is throwing that fresh grilled fish on a tortilla with some toppings!,,,,
fishing,swimming,flies,fishing,BAD,1.0,0,1,,,,,
fishing,swimming,box,fishing,BAD,1.0,0,1,,,,,
fishing,swimming,faster,swimming,GOOD,1.0,1,0,"nonetheless, it is primarily a recreation - not as healthful as swimming, faster paced than fishing and intellectually superior to rock music.",,,,
fishing,swimming,greater,swimming,BAD,1.0,0,1,"the fast-growers are likely swimming around more, searching out food to a greater extent than slow-growers and are therefore more likely to encounter the fishing nets.","the fast-growers are likely swimming around more, searching out food to a greater extent than slow-growers and are therefore more likely to encounter the fishing nets,  he said.",,,
rubber,wood,faster,rubber,BAD,1.0,0,1,"the rubber flooring it looks great, installed in minutes and was much faster and easier to install than conventional tile or a wood,laminate or any other alternative.","szisz also was sporting those newfangled rubber tires on rims, which change faster than regular wood wheels.","it is commonly used with softer materials like brass, plastics, and rubber, and abrasive materials like glass and enamel, but can wear out faster than aluminum oxide when used on wood.",,
rubber,wood,layer,rubber,GOOD,1.0,1,0,"as playground safety surfacing, groundsmart rubber mulch is far superior to its wood counterpart, because a six-inch layer of groundsmart rubber mulch will cushion a child's fall from as high as 16 feet.",the rubber pad provides a much better grip on the wood than does a bare hand plus it puts another layer of protection between that hand and the cutter.,"it's job is to provide ground potential base for your insulating layer, which is not a perfect insulator as nitrile rubber is 625m ohms per 1/4  length (better conductor than wood).","a flat smooth surface that the rubber feet will  stick  to is better than a more roughly textured surface (like particle-board or bare wood, for example) where the player can move and vibrate more freely.",
rubber,wood,easier to handle and actually seemed to fit many hands better,rubber,GOOD,1.0,1,0,"some years ago, pachmayr did handgunners a big favor and developed a rubber replacement grip that made the recoil easier to handle and actually seemed to fit many hands better than the factory wood grips.",,,,
rubber,wood,easier,rubber,GOOD,1.0,1,0,"the rubber flooring it looks great, installed in minutes and was much faster and easier to install than conventional tile or a wood,laminate or any other alternative.","some years ago, pachmayr did handgunners a big favor and developed a rubber replacement grip that made the recoil easier to handle and actually seemed to fit many hands better than the factory wood grips.","literally everything has changed, especially all materials, wooden instruments are still favored, but many are made fromhard rubber, whichis much easier to,machine nd finshe and stands the rigors of tempeature changes much better than wood.","i mean, the cannon balls would bounce right off, and rubber would be easier to work with than hard wood or metal.","rubber tool is much easier to use than the wood roller in large areas, but i found the wood roller to be helpful in tight spaces as well."
rubber,wood,easier to install,rubber,GOOD,1.0,1,0,"the rubber flooring it looks great, installed in minutes and was much faster and easier to install than conventional tile or a wood,laminate or any other alternative.",,,,
rubber,wood,easier to grip,rubber,GOOD,1.0,1,0,i did order the combat rubber grips from ca which fit perfectly and was easier to grip than the original smaller wood grips.,"it is ergonomically shaped and is made of a hardened rubber material, so it is much easier to grip than knives with handles of metal, wood, phenolic compound, etc..",,,
rubber,wood,easier to,rubber,BAD,1.0,0,1,"the rubber flooring it looks great, installed in minutes and was much faster and easier to install than conventional tile or a wood,laminate or any other alternative.","some years ago, pachmayr did handgunners a big favor and developed a rubber replacement grip that made the recoil easier to handle and actually seemed to fit many hands better than the factory wood grips.","literally everything has changed, especially all materials, wooden instruments are still favored, but many are made fromhard rubber, whichis much easier to,machine nd finshe and stands the rigors of tempeature changes much better than wood.","i mean, the cannon balls would bounce right off, and rubber would be easier to work with than hard wood or metal.","rubber tool is much easier to use than the wood roller in large areas, but i found the wood roller to be helpful in tight spaces as well."
rubber,wood,stronger,rubber,GOOD,1.0,1,0,"using foam rubber and sandwiched styrofoam, hanson created a trailer that was lighter, stronger, and better insulated than the traditional wood-based vehicle.",,,,
rubber,wood,longer,rubber,BAD,1.0,0,1,"home of k.a.s.h. playground, a universally accessible playground, built over a poured rubber surface, which is smoother on wheels, more gentle on falls, and lasts longer than wood chips.","rubber is better than wood, it lasts longer, and it is painted and coated so it doesn't leach into the soil,  says zamir.",,,
rubber,wood,john,rubber,BAD,1.0,0,1,i replaced the rubber roof because john said it would be better than bare wood.,,,,
rubber,wood,lighter,wood,GOOD,1.0,1,0,the watch felt smooth and sleek on my skin and the wood material is definitely lighter than stainless steel or rubber straps of the usual watch brands.,,,,
rubber,wood,leaks,wood,BAD,1.0,0,1,,,,,
rubber,wood,softer,wood,BAD,1.0,0,1,"rubber drum mallets are harder than felt and softer than plastic or wood, allowing for softer sounds when played at lower volumes and for staccato sounds when played louder.",,,,
rubber,wood,seal,wood,BAD,1.0,0,1,,,,,
rubber,wood,pair,wood,BAD,1.0,0,1,,,,,
rubber,wood,chance,wood,BAD,1.0,0,1,,,,,
rubber,wood,better for doing the olympic lifts on,wood,GOOD,1.0,1,0,wood is better for doing the olympic lifts on than a rubber surface.,,,,
rubber,wood,easier for a cobbler to work with,wood,GOOD,1.0,1,0,"the heel: heels made from wood or leather are far better quality than those made of plastic or rubber, and thus far easier for a cobbler to work with.",,,,
rubber,wood,wax,wood,BAD,1.0,0,1,,,,,
rubber,wood,chances,wood,BAD,1.0,0,1,,,,,
haskell,python,type,haskell,GOOD,1.0,1,0,when i started learning haskell then some where it was given that because of type checking haskell is faster than python.,what i like best about python (its ability to be both functional and imperative) is left a little inferior to haskell because of its lack of the beauty that is the haskell type system.,"when i last checked the benchmark game speed comparisons , javascript v8 was slower than most of the explicitly typed and type inference languages like haskell and ocaml, but much faster than other languages without explicit types like python, ruby and perl.","haskell is faster than c++, more concise than perl, more regular than python, more flexible than ruby, more typeful than c#, more robust than java, and has absolutely nothing in common with php.","--  haskell is faster than c++, more concise than perl, more regular than python, more flexible than ruby, more typeful than c#, more robust than java, and has absolutely nothing in common with php."
haskell,python,easier to grok,haskell,BAD,1.0,0,1,"update 2007-01-26: of course, the python version is not easier to grok than this alternative haskell version: .",,,,
haskell,python,system,haskell,BAD,1.0,0,1,what i like best about python (its ability to be both functional and imperative) is left a little inferior to haskell because of its lack of the beauty that is the haskell type system.,"mike further demonstrates his ignorance of indentation-based systems by claiming haskell does better than python, because apparently, it's all part of the type system.","also, haskell code runs a lot faster than python code (real native-code compiler that can use multicore hardware), and there is a clever automatic unit testing system (quickcheck) that relies on haskell's static type system to generate random tests automatically.",,
haskell,python,beauty,haskell,BAD,1.0,0,1,what i like best about python (its ability to be both functional and imperative) is left a little inferior to haskell because of its lack of the beauty that is the haskell type system.,,,,
haskell,python,faster,haskell,GOOD,1.0,1,0,(the haskell version that uses a better algorithm can be a bit faster than the python version).,i've no problem with recognizing that haskell is much faster than python and that python is faster than ruby in most scenarios.,"scheme, ocaml, haskell, and lisp are all an order of magnitude faster than python.",haskell compiled to native code is typically an order of magnitude faster than python.,"-- -- quick implementation by dmwit on #haskell -- faster, shorter, uses less memory than the python version."
haskell,python,friendlier,haskell,BAD,1.0,0,1,"it's not as declarative as say, haskell, but it's friendlier to a broader variety of programs while still having a more declarative feel than python.",,,,
haskell,python,lack,haskell,BAD,1.0,0,1,what i like best about python (its ability to be both functional and imperative) is left a little inferior to haskell because of its lack of the beauty that is the haskell type system.,,,,
haskell,python,checking,haskell,GOOD,1.0,1,0,when i started learning haskell then some where it was given that because of type checking haskell is faster than python.,,,,
haskell,python,friendlier to a broader variety of programs while still having a more declarative feel,haskell,BAD,1.0,0,1,"it's not as declarative as say, haskell, but it's friendlier to a broader variety of programs while still having a more declarative feel than python.",,,,
haskell,python,broader,haskell,BAD,1.0,0,1,"it's not as declarative as say, haskell, but it's friendlier to a broader variety of programs while still having a more declarative feel than python.",,,,
haskell,python,easier to learn,python,BAD,1.0,0,1,,,,,
haskell,python,easier to install,python,GOOD,1.0,1,0,it is also true that python programs are easier to install than haskell .,,,,
haskell,python,easier to understand,python,GOOD,1.0,1,0,,,,,
haskell,python,languages,python,BAD,1.0,0,1,hence the haskell is over an order of magnitude slower than most languages and even slower than python (!),"i don't see that there is anything intrinsic about perl or python, as programming languages , that makes them better suited for that domain than haskell.","openbayes for python looks good, so together these would be powerful tools... but again, this is just my selfish perspective, since i know these languages better than haskell.",,
hewlett-packard,ibm,faster,ibm,GOOD,1.0,1,0,,,,,
hewlett-packard,ibm,easier,hewlett-packard,BAD,1.0,0,1,,,,,
hewlett-packard,ibm,stock,ibm,BAD,1.0,0,1,,,,,
hewlett-packard,ibm,greater,ibm,BAD,1.0,0,1,,,,,
hewlett-packard,ibm,deal,ibm,BAD,1.0,0,1,,,,,
hewlett-packard,ibm,easier to package,hewlett-packard,BAD,1.0,0,1,,,,,
hewlett-packard,ibm,today,ibm,BAD,1.0,0,1,,,,,
hewlett-packard,ibm,price,ibm,BAD,1.0,0,1,,,,,
hewlett-packard,ibm,hewlett,ibm,BAD,1.0,0,1,"it's not the software business of microsoft or oracle or ibm, to be sure, but it hangs together better perhaps than what hewlett-packard has cobbled together.",,,,
hewlett-packard,ibm,packard,ibm,BAD,1.0,0,1,"it's not the software business of microsoft or oracle or ibm, to be sure, but it hangs together better perhaps than what hewlett-packard has cobbled together.",,,,
